application_status,license_type,APPLICATION_CLASSIFICATION,APPLICATION_CLASSIFICATION - Split 1,APPLICATION_CLASSIFICATION - Split 2,APPROVED_LICENSE_TYPE,Approved_License_Stages,commence_operations_date,lic_status,license_number,business_name,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,EIN_TIN,APPLICATION_NUMBER,SUBMITTED_DATE,FIRST_COMPLIANCE_REVIEW_DATE,LIC_FEE_PAYMENT_SUBMITTED_DATE,PRIORITY,FEE_WAIVER_REQUEST,FEE_WAIVER_EE_OR_SE_NUMBER,EE_PRIORITY_STATUS,EE_PRIORITY_NUMBER_FROM_ACCOUNT,EE_PRIORITY_NUMBER_FROM_APPLICATION,RMD_PRIORITY_STATUS,RMD_PRIORITY_NUMBER_FROM_ACCOUNT,RMD_PRIORITY_NUMBER_FROM_APPLICATION,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,APPLICATION_CREATED_DATE,CNB_DEEMED_COMPLETE_DATE,APPLICATION_APPROVED_DATE,LIC_START_DATE,LIC_EXPIRATION_DATE,ESTABLISHMENT_ADDRESS,ESTABLISHMENT_ADDRESS_2,ESTABLISHMENT_COUNTY,PMT_AMOUNT,LIC_FEE_AMOUNT,ZIP,Town,county,county_lat,county_long,Region,CCCUpdateDate
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR281408,The Corner Emporium LLC.,Worcester,MA,01608,42.255652,-71.808267,40 Jackson Street,Suite 420,Worcester,MA,01608,POINT (-71.840209 42.329642),POINT (-71.808267 42.2556519),46 FLORENCE STREET,,Worcester,MA,01610,85-2363467,MRN281408,Thu Oct 29 2020 22:15:19 GMT-0400 (Eastern Daylight Time),Wed Oct 07 2020 14:32:48 GMT-0400 (Eastern Daylight Time),,True,yes,EE202178,APPROVED,EE202178,EE202178,,,,Not a DBE,,,,Tue May 08 2018 20:46:58 GMT-0400 (Eastern Daylight Time),Thu Nov 05 2020 10:20:55 GMT-0500 (Eastern Standard Time),Thu Feb 11 2021 13:41:06 GMT-0500 (Eastern Standard Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Jun 11 2024 04:00:00 GMT-0400 (Eastern Daylight Time),40 Jackson St,Suite 420,Worcester County,300,5000,01608,Worcester,Worcester,42.329642,-71.840209,Central MA,9/5/2023
APPROVED,Marijuana Product Manufacturer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP282064,"CNA Stores, Inc.",Winchendon,MA,01475,42.661612,-72.047876,West Street,,Winchendon,MA,01475,POINT (-71.840209 42.329642),POINT (-72.047876 42.6616119),57 South Hunt Road,,Amesbury,MA,01913,83-1233238,MPN282064,Thu Jun 02 2022 11:04:01 GMT-0400 (Eastern Daylight Time),Tue May 17 2022 14:28:39 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 12:57:35 GMT-0400 (Eastern Daylight Time),,no,,,,,,,,Veteran-Owned Business,,,,Fri Apr 09 2021 11:25:37 GMT-0400 (Eastern Daylight Time),Fri Jun 17 2022 12:32:45 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 12:49:19 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Sep 15 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,Assessors Map 1 Parcel 99 and Map 5A1 Parcel 2,Worcester County,1500,10000,01475,Winchendon,Worcester,42.329642,-71.840209,Central MA,9/5/2023
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MC283130,"The Harvest Club, LLC",Littleton,MA,01460,42.518111,-71.517314,153 Main St,Ste 222,North Reading,MA,01864,POINT (-71.275566 42.459085),POINT (-71.517313 42.5181109),153 Main St,Ste 222,North Reading,MA,01864,30-1173640,MCN283130,Tue Nov 17 2020 14:17:39 GMT-0500 (Eastern Standard Time),Tue Oct 27 2020 14:27:09 GMT-0400 (Eastern Daylight Time),,,yes,SE304442,,,,,,,Not a DBE,Indoor,"Tier 05: 30,001 to 40,000 sq. ft",,Mon Oct 19 2020 09:53:06 GMT-0400 (Eastern Daylight Time),Fri Nov 20 2020 10:21:16 GMT-0500 (Eastern Standard Time),Thu Feb 11 2021 13:42:42 GMT-0500 (Eastern Standard Time),,,2 Monarch Dr,N/A,Middlesex County,,,01460,Littleton,Middlesex,42.459085,-71.275566,Central MA,9/5/2023
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,12/29/2022,COMPLETE,MR283773,"Cypress Tree Management Natick, Inc.",Natick,MA,01760,42.303941,-71.379502,419 BOYLSTON STREET,300,Boston,MA,02116,POINT (-71.275566 42.459085),POINT (-71.379502 42.3039410),419 BOYLSTON STREET,300,Boston,MA,02116,87-0752412,MRN283773,Fri Apr 23 2021 14:58:17 GMT-0400 (Eastern Daylight Time),Fri Apr 23 2021 08:36:14 GMT-0400 (Eastern Daylight Time),Thu Feb 24 2022 11:52:46 GMT-0500 (Eastern Standard Time),,no,,,,,,,,Not a DBE,,,Thu Dec 08 2022 03:00:00 GMT-0500 (Eastern Standard Time),Thu Sep 10 2020 11:07:51 GMT-0400 (Eastern Daylight Time),Fri May 07 2021 10:06:13 GMT-0400 (Eastern Daylight Time),Thu Aug 12 2021 13:58:17 GMT-0400 (Eastern Daylight Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Mar 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),321 Speen St,N/A,Middlesex County,1500,10000,01760,Natick,Middlesex,42.459085,-71.275566,Central MA,9/5/2023
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284438,Northeastcann Inc.,Swansea,MA,02777,41.753611,-71.214562,610 GAR Highway,,Swansea,MA,02777,POINT (-71.102131 41.778329),POINT (-71.214562 41.7536109),15 Gould Road,,Bedford,MA,01730,87-1717283,MRN284438,Tue Aug 02 2022 10:05:42 GMT-0400 (Eastern Daylight Time),Mon Dec 06 2021 14:12:54 GMT-0500 (Eastern Standard Time),,,no,,,,,,,,Not a DBE,,,,Sun Oct 03 2021 08:05:54 GMT-0400 (Eastern Daylight Time),Fri Aug 19 2022 09:27:13 GMT-0400 (Eastern Daylight Time),Thu Nov 10 2022 12:43:18 GMT-0500 (Eastern Standard Time),Mon Mar 27 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Mar 27 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,N/A,Bristol County,1500,10000,02777,Swansea,Bristol,41.778329,-71.102131,Southeast and Cape,9/5/2023
APPROVED,Marijuana Product Manufacturer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,12/17/2018,COMPLETE,MP281426,"I.N.S.A., Inc.",Easthampton,MA,01027,42.27339,-72.662161,"122 Pleasant Street,",Suite 144,Easthampton,MA,01027,POINT (-72.62073 42.322256),POINT (-72.662160 42.2733899),122 Pleasant Street,Suite 144,Easthampton,MA,01027,46-3327054,MPN281426,Thu Jul 12 2018 18:38:13 GMT-0400 (Eastern Daylight Time),Tue Jul 10 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Aug 14 2018 13:36:16 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201833,RPA201833,Not a DBE,,,Tue Nov 20 2018 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jul 02 2018 16:26:50 GMT-0400 (Eastern Daylight Time),Tue Jul 24 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Aug 09 2018 16:35:51 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Oct 20 2023 04:00:00 GMT-0400 (Eastern Daylight Time),122 Pleasant St,Suite 144,Hampshire County,300,5000,01027,Easthampton,Hampshire,42.322256,-72.62073,Western MA,9/5/2023
APPROVED,Craft Marijuana Cooperative,Expedited Review - Two or More,Expedited,Two or More,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,CO281373,Roaring Glen Farms LLC,N/A,MA,N/A,42.15652,-71.489592,40 Whately Glen Road,,Conway,MA,01341,,POINT (-71.489592 42.15652),40 Whately Glen Road,,Conway,MA,01341,83-2921700,CON281373,Mon Oct 14 2019 21:31:59 GMT-0400 (Eastern Daylight Time),Wed Oct 09 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Wed Feb 05 2020 19:46:50 GMT-0500 (Eastern Standard Time),,,,,,,,,,Veteran-Owned Business | Woman-Owned Business,Outdoor,"Tier 11: 90,001 to 100,000 sq. ft",,Thu Oct 11 2018 20:22:37 GMT-0400 (Eastern Daylight Time),Fri Nov 01 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 16 2020 15:39:13 GMT-0500 (Eastern Standard Time),Thu Jan 20 2022 03:00:00 GMT-0500 (Eastern Standard Time),Fri Feb 10 2023 03:00:00 GMT-0500 (Eastern Standard Time),,N/A,,300,12500,,,,,,,9/5/2023
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC282119,"Heal Cultivation, LLC",Warren,MA,01083,42.209347,-72.231877,70 Pulaski Street,,Warren,MA,01083,POINT (-71.840209 42.329642),POINT (-72.231876 42.2093470),4 Irving Road,,Weston,MA,02493,83-3280768,MCN282119,Tue Apr 28 2020 10:07:34 GMT-0400 (Eastern Daylight Time),Thu Nov 07 2019 00:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,Mon Apr 29 2019 17:30:47 GMT-0400 (Eastern Daylight Time),Tue May 26 2020 14:05:55 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 14:57:37 GMT-0400 (Eastern Daylight Time),Thu Aug 11 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Aug 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),70 Pulaski St,N/A,Worcester County,400,2500,01083,Warren,Worcester,42.329642,-71.840209,Central MA,9/5/2023
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284245,Dr.Greenthumb Greenfield LLC,Greenfield,MA,01013,42.58819,-72.602445,220-228 Main Street,,Greenfield,MA,01301,POINT (-72.571312 42.12756),POINT (-72.602445 42.5881899),19 Oak lane,,Douglaston,NY,11363,87-1767941,MRN284245,Thu Dec 16 2021 11:54:53 GMT-0500 (Eastern Standard Time),Tue Nov 23 2021 10:57:21 GMT-0500 (Eastern Standard Time),Tue Mar 22 2022 11:41:57 GMT-0400 (Eastern Daylight Time),,no,,,,,,,,Minority-Owned Business,,,,Sun May 16 2021 15:22:54 GMT-0400 (Eastern Daylight Time),Fri Dec 17 2021 11:52:23 GMT-0500 (Eastern Standard Time),Thu Mar 10 2022 13:55:13 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Apr 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),228 Main St,N/A,Franklin County,1500,10000,01013,Chicopee,Hampden,42.12756,-72.571312,Western MA,9/5/2023
APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,6/7/2022,COMPLETE,MP281819,"Salisbury Cultivation and Production Manufacturing, LLC",Salisbury,MA,01952,42.862773,-70.873645,187 Lafayette Road,,Salisbury,MA,01952,POINT (-70.970827 42.635475),POINT (-70.873644 42.8627729),PO Box 1479,,Newburyport,MA,01950,84-2801501,MPN281819,Tue Mar 31 2020 17:29:23 GMT-0400 (Eastern Daylight Time),Mon Mar 23 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Jul 14 2020 09:25:11 GMT-0400 (Eastern Daylight Time),,,,,,,,,,Not a DBE,,,Thu Apr 07 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Dec 21 2019 21:43:10 GMT-0500 (Eastern Standard Time),Wed Apr 15 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 15:40:34 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Aug 12 2024 04:00:00 GMT-0400 (Eastern Daylight Time),187 Lafayette Rd,N/A,Essex County,1500,10000,01952,Salisbury,Essex,42.635475,-70.970827,Northeast,9/5/2023
APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,FINAL LICENSE,FINAL LICENSE,,COMPLETE,MP282172,"J-B.A.M., Inc",Pittsfield,MA,02101,42.459687,-73.197942,: 71 DOWNING PKWY BLDG A,,Pittsfield,MA,01021,,POINT (-73.197941 42.4596870),PO Box 311,,East Otis,MA,01029,84-1776607,MPN282172,Thu Mar 10 2022 13:24:28 GMT-0500 (Eastern Standard Time),Thu Feb 17 2022 11:01:09 GMT-0500 (Eastern Standard Time),,,no,,,,,,,,Not a DBE,,,Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Feb 03 2022 09:30:40 GMT-0500 (Eastern Standard Time),Fri Mar 18 2022 15:30:37 GMT-0400 (Eastern Daylight Time),Thu May 12 2022 14:12:17 GMT-0400 (Eastern Daylight Time),Wed Apr 26 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Apr 26 2024 04:00:00 GMT-0400 (Eastern Daylight Time),71 Downing Pkwy,N/A,Berkshire County,1500,10000,,,,,,,9/5/2023
APPROVED,Marijuana Courier,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,DO100144,Alchemy League,Holyoke,,01040,,,"12 Marcella St, Boston, MA",,Type,MA,02119,POINT (-72.571312 42.12756),,"12 Marcella St, Boston, MA",,Roxbury,MA,02119,82-4415549,DOA100144,Wed Oct 20 2021 12:25:39 GMT-0400 (Eastern Daylight Time),Mon Sep 13 2021 15:50:12 GMT-0400 (Eastern Daylight Time),,True,,EE201940,APPROVED,EE201940,,,,,"Minority-Owned Business | Woman-Owned Business | Veteran-Owned Business | Lesbian, Gay, Bisexual, and Transgender Owned Business",,,,Tue Aug 10 2021 14:30:27 GMT-0400 (Eastern Daylight Time),Fri Oct 22 2021 11:32:15 GMT-0400 (Eastern Daylight Time),Thu Jan 20 2022 15:23:06 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Apr 14 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,8/14/2023
APPROVED,Marijuana Retailer,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,COMMENCE OPS,COMMENCE OPS,11/10/2022,COMPLETE,MR284103,"The Harvest Club, LLC",Somerville,MA,02144,42.395657,-71.12165,153 Main St STE 222,,North Reading,MA,01864,POINT (-71.275566 42.459085),POINT (-71.121650 42.395657),153 Main St STE 222,,North Reading,MA,01864,30-1173640,MRN284103,Mon Jan 24 2022 11:38:28 GMT-0500 (Eastern Standard Time),Thu Feb 25 2021 15:36:37 GMT-0500 (Eastern Standard Time),Tue Mar 15 2022 13:40:41 GMT-0400 (Eastern Daylight Time),,yes,SE304442,,,,,,,Not a DBE,,,Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Feb 17 2021 13:30:07 GMT-0500 (Eastern Standard Time),Fri Feb 04 2022 15:14:38 GMT-0500 (Eastern Standard Time),Thu Mar 10 2022 13:49:48 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Fri Mar 15 2024 04:00:00 GMT-0400 (Eastern Daylight Time),255 Elm St,N/A,Middlesex County,1500,5000,02144,Somerville,Middlesex,42.459085,-71.275566,Metro Boston,9/5/2023
APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281642,berkley botanicals llc,Berkley,MA,02779,41.842682,-71.019537,44 county street,,berkley,MA,02779,POINT (-71.102131 41.778329),POINT (-71.019537 41.8426820),13 bay road,,warren,RI,02885,83-3275518,MPN281642,Tue Feb 25 2020 12:06:23 GMT-0500 (Eastern Standard Time),Tue Oct 29 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,Not a DBE,,,,Sun Apr 07 2019 07:49:22 GMT-0400 (Eastern Daylight Time),Thu Feb 27 2020 00:00:00 GMT-0500 (Eastern Standard Time),Tue Apr 14 2020 15:23:13 GMT-0400 (Eastern Daylight Time),Thu Aug 11 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Aug 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),44 County St,N/A,Bristol County,300,10000,02779,Berkley,Bristol,41.778329,-71.102131,Southeast and Cape,9/5/2023
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR283004,MassMedicum Corp.,Taunton,MA,02718,41.863924,-71.03943,1 Mear Road,,Holbrook,MA,02343,POINT (-71.102131 41.778329),POINT (-71.039429 41.8639239),1 Mear Road,,Holbrook,MA,02343,46-3326624,MRN283004,Fri Dec 27 2019 09:48:15 GMT-0500 (Eastern Standard Time),Thu Oct 03 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,APPROVED,RP201935,RP201935,Not a DBE,,,,Mon Sep 23 2019 16:32:10 GMT-0400 (Eastern Daylight Time),Wed Jan 15 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 09 2020 15:27:41 GMT-0400 (Eastern Daylight Time),Thu Aug 12 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Aug 14 2022 04:00:00 GMT-0400 (Eastern Daylight Time),300 Revolutionary Dr,N/A,Bristol County,300,10000,02718,East Taunton,Bristol,41.778329,-71.102131,,9/5/2023
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284253,"Lemonnade Springfield, LLC",Springfield,MA,01105,42.094242,-72.580787,595 Main Street,,Springfield,MA,01105,POINT (-72.571312 42.12756),POINT (-72.580787 42.0942420),4675 MacArthur Court Floor 15,,Newport Beach,CA,92660,86-3974146,MRN284253,Thu Feb 03 2022 09:58:10 GMT-0500 (Eastern Standard Time),Mon Jun 21 2021 13:25:08 GMT-0400 (Eastern Daylight Time),Mon Apr 03 2023 15:22:05 GMT-0400 (Eastern Daylight Time),True,yes,EE202373,,,EE202373,,,,Not a DBE,,,,Wed May 19 2021 12:43:53 GMT-0400 (Eastern Daylight Time),Mon Feb 07 2022 14:56:15 GMT-0500 (Eastern Standard Time),Thu May 12 2022 14:07:25 GMT-0400 (Eastern Daylight Time),Mon Apr 03 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Apr 03 2024 04:00:00 GMT-0400 (Eastern Daylight Time),595 Main St,N/A,Hampden County,,5000,01105,Springfield,Hampden,42.12756,-72.571312,Western MA,9/5/2023
APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281783,"Tower Three, LLC",Taunton,MA,02780,41.896308,-71.085898,341 Savin Hill Ave,,Boston,MA,02125,POINT (-71.102131 41.778329),POINT (-71.085898 41.8963079),341 Savin Hill Ave,,Boston,MA,02125,83-1455009,MPN281783,Tue Nov 29 2022 10:40:36 GMT-0500 (Eastern Standard Time),Wed Aug 17 2022 11:57:12 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,Not a DBE,,,,Mon Nov 04 2019 11:03:53 GMT-0500 (Eastern Standard Time),Fri Dec 09 2022 10:55:49 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 12:47:28 GMT-0500 (Eastern Standard Time),Fri Jun 09 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Jun 09 2024 04:00:00 GMT-0400 (Eastern Daylight Time),30 Sherwood Dr,N/A,Bristol County,1500,10000,02780,Taunton,Bristol,41.778329,-71.102131,Southeast and Cape,9/5/2023
APPROVED,Marijuana Courier Pre-Certification,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103063,"Mint Delivery, Inc",N/A,,N/A,,,5 Appleton Road,,Natick,MA,01760,,,5 Appleton Road,,Natick,MA,01760,85-1197718,PDOA103063,Thu Jul 09 2020 18:27:35 GMT-0400 (Eastern Daylight Time),Wed Jun 10 2020 12:22:41 GMT-0400 (Eastern Daylight Time),,,,EE202088,,,,,,,Minority-Owned Business | Woman-Owned Business,,,,Fri May 29 2020 11:48:45 GMT-0400 (Eastern Daylight Time),Fri Jul 10 2020 09:15:16 GMT-0400 (Eastern Daylight Time),Mon Jul 13 2020 14:44:27 GMT-0400 (Eastern Daylight Time),Mon Jul 13 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,8/14/2023
APPROVED,Marijuana Product Manufacturer,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281716,Fuego Farms Inc.,Middleborough,MA,02346,41.857559,-70.864131,254 Newhill Ave.,,Somerset,MA,02726,POINT (-70.818958 41.978877),POINT (-70.864131 41.8575590),77 Pond Street,,Sharon,MA,02067,84-2193238,MPN281716,Fri Feb 07 2020 08:42:26 GMT-0500 (Eastern Standard Time),Wed Oct 16 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Jul 14 2020 20:55:30 GMT-0400 (Eastern Daylight Time),,,,,,,,,,Not a DBE,,,,Thu Jun 27 2019 00:14:26 GMT-0400 (Eastern Daylight Time),Wed Feb 12 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 09 2020 15:13:40 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jul 15 2023 04:00:00 GMT-0400 (Eastern Daylight Time),370 Wareham St,N/A,Plymouth County,300,5000,02346,Middleboro,Plymouth,41.978877,-70.818958,,9/5/2023
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR283521,Apotho Therapeutics Dartmouth INC,Dartmouth,MA,02747,41.639015,-71.02915,747 State Road,,Dartmouth,MA,02747,POINT (-71.102131 41.778329),POINT (-71.029150 41.6390150),71 Raymond Drive,,Seekonk,MA,02771,83-1940958,MRN283521,Sun Oct 09 2022 20:21:07 GMT-0400 (Eastern Daylight Time),Thu Mar 31 2022 11:28:38 GMT-0400 (Eastern Daylight Time),Tue Feb 14 2023 16:45:40 GMT-0500 (Eastern Standard Time),,no,,,,,,,,Not a DBE,,,,Tue May 12 2020 15:47:32 GMT-0400 (Eastern Daylight Time),Wed Nov 16 2022 11:33:36 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 13:02:55 GMT-0500 (Eastern Standard Time),Tue Feb 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Feb 14 2024 03:00:00 GMT-0500 (Eastern Standard Time),747 State Rd,N/A,Bristol County,1500,10000,02747,North Dartmouth,Bristol,41.778329,-71.102131,,9/5/2023
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,6/1/2022,COMPLETE,MR281332,"Ashli's, Inc.",Attleboro,MA,02703,41.919657,-71.324689,70 Frank Mossberg Dr.,,Attleboro,MA,02703,POINT (-71.102131 41.778329),POINT (-71.324689 41.9196570),81 West St.,Suite 2112,Attleboro,MA,02703,82-5456028,MRN281332,Fri Sep 14 2018 11:47:09 GMT-0400 (Eastern Daylight Time),Tue Aug 14 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Nov 02 2018 12:30:43 GMT-0400 (Eastern Daylight Time),,,,,,,,,,Veteran-Owned Business | Woman-Owned Business,,,Thu May 12 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Apr 26 2018 08:13:26 GMT-0400 (Eastern Daylight Time),Mon Sep 24 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Nov 01 2018 15:11:49 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Nov 18 2023 03:00:00 GMT-0500 (Eastern Standard Time),70 Frank Mossberg Dr,N/A,Bristol County,300,5000,02703,Attleboro,Bristol,41.778329,-71.102131,Southeast and Cape,9/5/2023
APPROVED,Marijuana Cultivator,Expedited Review - License Type,Expedited,License Type,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC283505,"CanGrow, LLC",Orange,MA,01364,42.569037,-72.302276,150 John Vertente Blvd,,New Bedford,MA,02745,POINT (-72.573941 42.587072),POINT (-72.302276 42.5690370),150 John Vertente Blvd,,New Bedford,MA,02745,86-3815109,MCN283505,Mon Aug 23 2021 14:55:24 GMT-0400 (Eastern Daylight Time),Tue Jul 13 2021 15:05:09 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,Not a DBE,Outdoor,"Tier 07: 50,001 to 60,000 sq. ft",,Mon May 03 2021 10:44:09 GMT-0400 (Eastern Daylight Time),Fri Sep 03 2021 09:01:29 GMT-0400 (Eastern Daylight Time),Thu Nov 18 2021 14:35:47 GMT-0500 (Eastern Standard Time),Mon Mar 07 2022 03:00:00 GMT-0500 (Eastern Standard Time),Wed Jul 05 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,Parcel 129-6,Franklin County,1500,15000,01364,Orange,Franklin,42.587072,-72.573941,Western MA,9/5/2023
APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281707,Peak Limited LLC,Georgetown,MA,01833,42.734758,-70.95166,114 Jewett Street,,Georgetown,MA,01833,POINT (-70.970827 42.635475),POINT (-70.951660 42.7347579),114 Jewett Street,,Georgetown,MA,01833,83-0878262,MPN281707,Mon Feb 10 2020 21:36:25 GMT-0500 (Eastern Standard Time),Wed Feb 05 2020 00:00:00 GMT-0500 (Eastern Standard Time),Wed Jul 22 2020 10:38:54 GMT-0400 (Eastern Daylight Time),,,,,,,,,,Not a DBE,,,,Mon Jun 17 2019 16:37:59 GMT-0400 (Eastern Daylight Time),Fri Mar 27 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Jul 20 2020 14:31:39 GMT-0400 (Eastern Daylight Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sat Mar 09 2024 03:00:00 GMT-0500 (Eastern Standard Time),113 Jewett St,N/A,Essex County,300,10000,01833,Georgetown,Essex,42.635475,-70.970827,Northeast,9/5/2023
