application_status,license_type,APPLICATION_CLASSIFICATION,APPROVED_LICENSE_TYPE,Approved_License_Stages,lic_status,license_number,business_name,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,EIN_TIN,APPLICATION_NUMBER,ORIGINAL_SUBMITTED_DATE,SUBMITTED_DATE,FIRST_COMPLIANCE_REVIEW_DATE,LIC_FEE_PAYMENT_SUBMITTED_DATE,PRIORITY,FEE_WAIVER_REQUEST,FEE_WAIVER_EE_OR_SE_NUMBER,APPROVED_SOCIAL_EQUITY,EE_PRIORITY_STATUS,EE_PRIORITY_NUMBER_FROM_ACCOUNT,EE_PRIORITY_NUMBER_FROM_APPLICATION,RMD_PRIORITY_STATUS,RMD_PRIORITY_NUMBER_FROM_ACCOUNT,RMD_PRIORITY_NUMBER_FROM_APPLICATION,dbe,cultivation_environment,cultivation_tier,CNB_INITIAL_DATE_OF_REVIEW,CNB_DATE_NOTICE_SENT_TO_MUNICIPALITY,CNB_60_DAY_MUNICIPAL_DEADLINE_DATE,CNB_90_DAY_REVIEW_DEADLINE_DATE,CNB_DATE_BACKGROUND_AUTHORIZATION_SENT,CNB_DATE_BACKGROUND_REPORT_RECEIVED,CNB_FINGER_PRINT_RESULTS_RECEIVED_DATE,CNB_FINAL_APPLICATION_REVIEW,CNB_APPLICATION_RECOMMENDATION,CNB_FINAL_INSPECTION_RESULT,CNB_FINAL_LICENSE_RECOMMENDATION,cnb_dt_of_final_licensure,APPLICATION_CREATED_DATE,CNB_DEEMED_COMPLETE_DATE,APPLICATION_APPROVED_DATE,LIC_START_DATE,LIC_EXPIRATION_DATE,APPLICATION_DENIED_DATE,CCCUpdateDate,ESTABLISHMENT_ADDRESS,ESTABLISHMENT_ADDRESS_2,ESTABLISHMENT_COUNTY,PMT_AMOUNT,LIC_FEE_AMOUNT,ZIP,Town,county,county_lat,county_long,Region,ID
REOPENED,Marijuana Research Facility,Priority Review - Economic Empowerment Priority,IN PROCESS,IN PROCESS,INCOMPLETE,RE281265,Alchemy League,Boston,,02119,,,12 Marcella St,,Roxbury,MA,02119,POINT (-71.073493 42.334948),,12 Marcella St,,Roxbury,MA,02119,82-4415549,REN281265,5/1/2018 04:58:08 AM,5/23/2018 08:10:55 AM,9/14/2021 01:35:30 PM,,True,,,,APPROVED,EE201940,EEA201934,,,,"Lesbian, Gay, Bisexual, and Transgender Owned Business | Minority-Owned Business | Veteran-Owned Business | Woman-Owned Business",,,,,,,,,,,,,,,4/28/2018 03:45:38 PM,,,,,,,,,,,0,02119,Boston,Suffolk,42.334948,-71.073493,Metro Boston,430
PENDING,Microbusiness Delivery,Expedited Review - Two or More,IN PROCESS,IN PROCESS,INCOMPLETE,DE201063,"Simply Lifted, Inc.",N/A,,N/A,,,167 East Grove Street,,Middleboro,MA,02346,,,167 East Grove Street,,Middleboro,MA,02346,86-1882671,DEN201063,11/2/2022 12:07:21 PM,1/26/2023 02:58:58 PM,11/22/2022 02:27:48 PM,,,,SE305819,SE305819,,,,,,,,,,,,,,,,,,,,,,5/3/2022 09:53:48 AM,3/3/2023 10:29:51 PM,,,,,,,,,,0,,,,,,,
REOPENED,Third Party Marijuana Transporter,General Applicant,IN PROCESS,IN PROCESS,INCOMPLETE,MT281512,Emerald River LLC,Holyoke,,01040,,,127 Saint Kolbe Dr,,Holyoke,MA,01040,POINT (-72.571312 42.12756),,127 Saint Kolbe Dr,,Holyoke,MA,01040,84-2206309,MTN281512,12/17/2019 01:38:13 AM,12/17/2019 01:38:13 AM,3/20/2020 12:00:00 AM,,,,,SE304495,,,,,,,Not a DBE,,,,,,,,,,,,,,,12/10/2019 02:44:22 AM,,,,,,,,,,,0,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,31
REOPENED,Third Party Marijuana Transporter,General Applicant,IN PROCESS,IN PROCESS,INCOMPLETE,MT281634,"American Hospitality Services, Inc",Springfield,,01105,,,200 Taylor St,,Springfield,MA,01105,POINT (-72.571312 42.12756),,200 Taylor St,,Springfield,MA,01105,46-1520761,MTN281634,2/1/2022 12:36:52 PM,2/1/2022 12:36:52 PM,2/14/2022 01:01:21 PM,,,no,,,,,,,,,Woman-Owned Business,,,,,,,,,,,,,,,1/27/2021 11:37:19 AM,,,,,,,,,,,0,01105,Springfield,Hampden,42.12756,-72.571312,Western MA,75
PENDING,Marijuana Cultivator,General Applicant,IN PROCESS,IN PROCESS,INCOMPLETE,MC283520,"Elevated Access Center, Inc.",Norwell,MA,02061,42.165013,-70.88276,400 Cordwainer Drive,Lot #9,Norwell,MA,02061,POINT (-70.818958 41.978877),POINT (-70.882760 42.1650130),175 Derby Street,Suite 12,Hingham,MA,02043,81-3276862,MCN283520,10/9/2021 08:12:22 PM,2/10/2023 06:11:47 PM,10/22/2021 12:19:07 PM,,,no,,,,,,INCOMPLETE,RP201873,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,,5/18/2021 10:10:42 PM,2/24/2023 10:26:28 AM,,,,,4/24/2023,400 Cordwainer Dr,Lot #9,Plymouth County,,0,02061,Norwell,Plymouth,41.978877,-70.818958,Southeast and Cape,408
REOPENED,Craft Marijuana Cooperative,Expedited Review - License Type,IN PROCESS,IN PROCESS,INCOMPLETE,CO281413,Arrive Celebrations LLC,N/A,,N/A,,,44 Gore Rd,,Blandford,MA,01008,,,44 Gore Rd,,Blandford,MA,01008,00-1291644,CON281413,12/31/2020 11:00:17 PM,12/31/2020 11:00:17 PM,1/12/2021 03:25:40 PM,,,yes,SE303590,SE303590,,,,,,,Minority-Owned Business | Woman-Owned Business | Not a DBE,Indoor,"Tier 01: up to 5,000 square feet",,,,,,,,,,,,,1/11/2019 08:34:52 AM,,,,,,,,,,,0,,,,,,,
REOPENED,Marijuana Retailer,General Applicant,IN PROCESS,IN PROCESS,INCOMPLETE,MR284442,FASTEDDYBOSTON LLC,Lowell,,01852,,,176 D street,,Dracut,MA,01826,POINT (-71.275566 42.459085),,176 D street,,Dracut,MA,01826,83-3222324,MRN284442,10/7/2021 06:47:31 PM,3/22/2022 12:48:55 PM,12/6/2021 09:31:12 AM,,,yes,SE305296,SE305297,,,,,,,Minority-Owned Business | Woman-Owned Business,,,,,,,,,,,,,,,10/7/2021 05:40:50 PM,,,,,,,,,,,0,01852,Lowell,Middlesex,42.459085,-71.275566,Northeast,322
REOPENED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,IN PROCESS,IN PROCESS,INCOMPLETE,MR284546,Concrete Garden Inc,Chelsea,,02150,,,311 Broadway,,Chelsea,MA,02150,POINT (-71.073493 42.334948),,69 Shawmut St,2,Revere,MA,02151,86-1458264,MRN284546,2/15/2022 06:58:19 PM,3/17/2023 08:41:16 AM,3/7/2022 01:33:18 PM,,True,yes,EE202117,SE303913,,,EE202117,,,,Minority-Owned Business,,,,,,,,,,,,,,,12/27/2021 01:22:07 PM,,,,,,,,,,,0,02150,Chelsea,Suffolk,42.334948,-71.073493,Metro Boston,459
REOPENED,Marijuana Product Manufacturer,General Applicant,IN PROCESS,IN PROCESS,INCOMPLETE,MP281511,"Holyoke Gardens, LLC",Holyoke,,01040,,,5 Appleton Street,,Holyoke,MA,01040,POINT (-72.571312 42.12756),,5 Appleton Street,,Holyoke,MA,01040,85-4928299,MPN281511,11/30/2018 12:32:52 PM,11/30/2018 12:32:52 PM,5/13/2019 12:00:00 AM,,,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,10/13/2018 06:36:34 PM,,,,,,,,,,,0,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,31
REOPENED,Marijuana Courier,Expedited Review - Social Equity Participant,IN PROCESS,IN PROCESS,INCOMPLETE,DO100177,Speedy Cannabis LLC,Fitchburg,,01420,,,339 River Street,,Fitchburg,MA,01420,POINT (-71.840209 42.329642),,339 River Street,,Fitchburg,MA,01420,87-3130552,DOA100177,12/20/2022 10:17:23 AM,1/17/2023 05:11:53 PM,12/28/2022 04:03:39 PM,,,,SE305212,SE305212,,,,,,,Not a DBE,,,,,,,,,,,,,,,12/12/2022 04:10:17 PM,,,,,,,,,,,0,01420,Fitchburg,Worcester,42.329642,-71.840209,Central MA,163
REOPENED,Marijuana Product Manufacturer,General Applicant,IN PROCESS,IN PROCESS,INCOMPLETE,MP282220,"Eddie's Flowers, Inc.",Ashburnham,,01430,,,23 Rindge State Rd.,,Ashburnham,MA,01430,POINT (-71.840209 42.329642),,1 Crescent Hill,,Springfield,MA,01105,85-2919293,MPN282220,7/25/2022 04:51:18 PM,12/7/2022 02:51:41 PM,8/19/2022 01:34:23 PM,,,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,7/24/2022 11:23:53 AM,,,,,,,,,,,0,01430,Ashburnham,Worcester,42.329642,-71.840209,Central MA,164
REOPENED,Marijuana Cultivator,Expedited Review - Social Equity Participant,IN PROCESS,IN PROCESS,INCOMPLETE,MC283636,"IdealBudz, LLC.",Attleboro,,02703,,,20 John Williams Street,,Attleboro,MA,02703,POINT (-71.102131 41.778329),,106 Park Street,Unit 1,Attleboro,MA,02703,87-2156745,MCN283636,3/1/2022 05:01:12 PM,3/1/2022 05:01:12 PM,3/22/2022 11:47:33 AM,,,yes,SE304715,SE304715,,,,,,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,,10/28/2021 03:33:35 PM,,,,,,,,,,,0,02703,Attleboro,Bristol,41.778329,-71.102131,Southeast and Cape,659
REOPENED,Marijuana Retailer,General Applicant,IN PROCESS,IN PROCESS,INCOMPLETE,MR283733,Colonial Organics,Dracut,,01826,,,880 Boston Rd #95,,Billerica,MA,01866,POINT (-71.275566 42.459085),,1 teaberry lane,,burlington,MA,01803,83-4488931,MRN283733,8/11/2020 04:26:42 PM,8/11/2020 04:26:42 PM,8/17/2020 12:51:31 PM,,,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,8/11/2020 09:14:06 AM,,,,,,,,,,,0,01826,Dracut,Middlesex,42.459085,-71.275566,Northeast,306
REOPENED,Marijuana Retailer,General Applicant,IN PROCESS,IN PROCESS,INCOMPLETE,MR284861,Escarcha Verde Inc.,Holyoke,,01040,,,382 Dwight Street,,Holyoke,MA,01040,POINT (-72.571312 42.12756),,382 Dwight Street,,Holyoke,MA,01040,88-3416403,MRN284861,1/27/2023 11:44:55 PM,4/13/2023 01:22:05 PM,2/1/2023 03:37:08 PM,,,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,1/24/2023 02:43:57 PM,,,,,,,,,,,0,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,31
REOPENED,Marijuana Retailer,Expedited Review - Social Equity Participant,IN PROCESS,IN PROCESS,INCOMPLETE,MR282705,Royal Sun Cannabis LLC,Templeton,,01468,,,1 N Main St,,Templeton,MA,01468,POINT (-71.840209 42.329642),,1 N Main St,,Templeton,MA,01468,87-2706466,MRN282705,3/15/2023 05:07:52 PM,3/15/2023 05:07:52 PM,3/16/2023 04:30:08 PM,,,yes,SE303857,SE303857,,,,,,,Not a DBE,,,,,,,,,,,,,,,5/10/2019 05:03:59 PM,,,,,,,,,,,0,01468,Templeton,Worcester,42.329642,-71.840209,Central MA,181
REOPENED,Marijuana Retailer,General Applicant,IN PROCESS,IN PROCESS,INCOMPLETE,MR282755,Emerald River LLC,Egremont,,01258,,,26 Hadley Mills Road,,Holyoke,MA,01040,POINT (-73.209889 42.396128),,26 Hadley Mills Road,,Holyoke,MA,01040,84-2206309,MRN282755,12/16/2019 11:10:19 PM,4/2/2020 05:56:04 PM,3/18/2020 12:00:00 AM,,,,,SE304495,,,,,,,Not a DBE,,,,,,,,,,,,,,,6/3/2019 01:10:58 AM,,,,,,,,,,,0,01258,South Egremont,Berkshire,42.396128,-73.209889,,123
REOPENED,Marijuana Cultivator,General Applicant,IN PROCESS,IN PROCESS,INCOMPLETE,MC281678,Integrated Genetics and Biopharma Research LLC,Leicester,,01611,,,488 Stafford St.,,Cherry Valley,MA,01611,POINT (-71.840209 42.329642),,488 Stafford St.,,Cherry Valley,MA,01611,83-1689666,MCN281678,12/10/2018 06:20:38 PM,10/29/2019 02:46:40 PM,8/8/2019 12:00:00 AM,,,,,,,,,,,,Not a DBE,Indoor,"Tier 01: up to 5,000 square feet",,,,,,,,,,,,,8/16/2018 06:16:51 AM,,,,,,,,,,,0,01611,Cherry Valley,Worcester,42.329642,-71.840209,,254
PENDING,Marijuana Cultivator,General Applicant,IN PROCESS,IN PROCESS,INCOMPLETE,MC283798,Canna-Farm LLC,Attleboro,MA,02703,41.897463,-71.380157,1 Turner Street,2nd Floor,Attleboro,MA,02703,POINT (-71.102131 41.778329),POINT (-71.380156 41.8974630),1 Turner STreet,2nd Floor,Attleboro,MA,02703,92-0697949,MCN283798,12/14/2022 12:06:37 AM,2/27/2023 09:47:08 AM,12/14/2022 09:02:38 AM,,,no,,,,,,,,,Not a DBE,Indoor,"Tier 05: 30,001 to 40,000 sq. ft",,,,,,,,,,,,,10/11/2022 02:04:51 PM,3/3/2023 09:18:02 AM,,,,,4/24/2023,1 Turner St,2nd Floor,Bristol County,,0,02703,Attleboro,Bristol,41.778329,-71.102131,Southeast and Cape,659
REOPENED,Marijuana Product Manufacturer,Expedited Review - Social Equity Participant,IN PROCESS,IN PROCESS,INCOMPLETE,MP282141,"Idealbudz, LLC",Attleboro,,02703,,,20 John Williams Street,,Attleboro,MA,02703,POINT (-71.102131 41.778329),,106 Park Street,Apartment 1,Attleboro,MA,02703,87-2156745,MPN282141,3/1/2022 05:02:34 PM,3/1/2022 05:02:34 PM,3/22/2022 11:47:49 AM,,,yes,SE304715,SE304715,,,,,,,Not a DBE,,,,,,,,,,,,,,,10/28/2021 03:45:50 PM,,,,,,,,,,,0,02703,Attleboro,Bristol,41.778329,-71.102131,Southeast and Cape,659
PENDING,Marijuana Retailer,Priority Review - MTC Priority,IN PROCESS,IN PROCESS,INCOMPLETE,MR281787,"Holistic Industries, Inc.",Somerville,MA,02143,42.38004,-71.097523,304 Somerville Avenue,,Somerville,MA,02143,POINT (-71.275566 42.459085),POINT (-71.097522 42.3800400),1900 West Park Drive,Suite 280,Westborough,MA,01581,47-5374980,MRN281787,7/28/2022 11:41:51 AM,1/20/2023 02:49:42 PM,8/5/2022 03:48:14 PM,,True,no,,,,,,APPROVED,RP201840,RP201840,Not a DBE,,,,,,,,,,,,,,,8/7/2018 02:12:46 PM,1/27/2023 03:39:57 PM,,,,,4/24/2023,304 Somerville Ave,N/A,Middlesex County,,0,02143,Somerville,Middlesex,42.459085,-71.275566,Metro Boston,454
REOPENED,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,IN PROCESS,IN PROCESS,INCOMPLETE,PDO103174,IRIE GOOD HARVEST LLC,N/A,,N/A,,,50 Amark Rd,,Brockton MA,MA,02302,,,50 Amark Rd,,Brockton MA,MA,02302,85-3911695,PDOA103174,1/2/2021 03:48:49 PM,1/2/2021 03:48:49 PM,1/12/2021 03:52:09 PM,,,,SE304499,SE304499,,,,,,,Minority-Owned Business,,,,,,,,,,,,,,,7/24/2020 10:38:34 AM,,,,,,,,,,,0,,,,,,,
REOPENED,Marijuana Courier,Priority Review - Economic Empowerment Priority,IN PROCESS,IN PROCESS,INCOMPLETE,DO100123,Gram Delivers LLC.,Somerset,,02725,,,1400 Brayton Point Road,,Somerset,MA,02725,POINT (-71.102131 41.778329),,1400 Brayton Point Road,,Somerset,MA,02725,85-2814521,DOA100123,4/2/2021 11:34:59 AM,4/2/2021 11:34:59 AM,4/6/2021 01:14:22 PM,,True,,EE202204,SE303673,APPROVED,EE202204,,,,,Not a DBE | Minority-Owned Business,,,,,,,,,,,,,,,10/27/2020 03:56:01 PM,,,,,,,,,,,0,02725,Somerset,Bristol,41.778329,-71.102131,Southeast and Cape,672
REOPENED,Marijuana Cultivator,Expedited Review - License Type,IN PROCESS,IN PROCESS,INCOMPLETE,MC283594,New England Alchemy LLC,North Adams,,01247,,,76 Gothic Street,,Northampton,MA,01060,POINT (-73.209889 42.396128),,76 Gothic Street,,Northampton,MA,01060,87-2615347,MCN283594,11/15/2021 08:35:33 PM,6/13/2022 02:32:18 PM,11/23/2021 09:09:46 AM,,,no,,,,,,,,,Not a DBE,Outdoor,"Tier 09: 70,001 to 80,000 sq. ft",,,,,,,,,,,,,9/10/2021 08:31:31 PM,,,,,,,,,,,0,01247,North Adams,Berkshire,42.396128,-73.209889,Western MA,116
REOPENED,Marijuana Delivery Operator,Expedited Review - Two or More,IN PROCESS,IN PROCESS,INCOMPLETE,MD1296,"LMCC, LLC",Taunton,,02780,,,30 Sherwood Drive,,Taunton,MA,02780,POINT (-71.102131 41.778329),,16 Holden Road,,Belmont,MA,02478,84-1976891,MDA1296,2/23/2022 12:25:45 PM,3/17/2022 10:53:49 PM,3/1/2022 02:07:53 PM,,,,SE304245,SE304245,,,,,,,Woman-Owned Business | Minority-Owned Business,,,,,,,,,,,,,,,1/20/2022 10:02:26 AM,,,,,,,,,,,0,02780,Taunton,Bristol,41.778329,-71.102131,Southeast and Cape,698
REOPENED,Marijuana Cultivator,Expedited Review - DBE Status,IN PROCESS,IN PROCESS,INCOMPLETE,MC283840,Faded Flowers,Chester,,01011,,,18 Baystate Drive/ 1 Baystate Drive,,Chester,MA,01085,POINT (-72.571312 42.12756),,555 Holyoke Rd,,Westfield,MA,01085,88-2748642,MCN283840,3/9/2023 12:54:54 PM,3/9/2023 12:54:54 PM,,,,no,,,,,,,,,Veteran-Owned Business,Indoor,"Tier 01: up to 5,000 square feet",,,,,,,,,,,,,2/1/2023 03:52:33 AM,,,,,,,,,,,0,01011,Chester,Hampden,42.12756,-72.571312,Western MA,10
REOPENED,Marijuana Cultivator,Expedited Review - License Type,IN PROCESS,IN PROCESS,INCOMPLETE,MC283592,New England Alchemy LLC,North Adams,,01247,,,76 Gothic Street,,Northampton,MA,01060,POINT (-73.209889 42.396128),,76 Gothic Street,,Northampton,MA,01060,87-2615347,MCN283592,11/15/2021 08:41:22 PM,6/13/2022 02:34:10 PM,11/23/2021 09:42:40 AM,,,no,,,,,,,,,Not a DBE,Outdoor,"Tier 03: 10,001 to 20,000 sq. ft",,,,,,,,,,,,,9/10/2021 10:09:32 AM,,,,,,,,,,,0,01247,North Adams,Berkshire,42.396128,-73.209889,Western MA,116
PENDING,Marijuana Delivery Operator Pre-Certification,Expedited Review - Two or More,IN PROCESS,IN PROCESS,INCOMPLETE,PMD5914,Flower Xpress,N/A,,N/A,,,63 Pond Street,Apt 9,Sharon,MA,02067,,,63 Pond Street,Apt 9,Sharon,MA,02067,87-3602533,PMDA5914,5/2/2022 11:19:22 PM,1/12/2023 09:54:34 AM,5/11/2022 10:10:29 AM,,,,SE305504,SE305504,,,,,,,Not a DBE,,,,,,,,,,,,,,,8/27/2021 02:27:29 PM,1/27/2023 10:04:57 AM,,,,,,,,,,0,,,,,,,
REOPENED,Marijuana Cultivator,General Applicant,IN PROCESS,IN PROCESS,INCOMPLETE,MC283842,"Natural Bliss, LLC",Uxbridge,,01569,,,400 West Street,,Uxbridge,MA,01569,POINT (-71.840209 42.329642),,400 West Street,,Uxbridge,MA,01569,35-2781694,MCN283842,3/27/2023 05:16:35 PM,3/27/2023 05:16:35 PM,4/5/2023 11:51:03 AM,,,no,,,,,,,,,Not a DBE,Indoor,"Tier 01: up to 5,000 square feet",,,,,,,,,,,,,2/7/2023 09:00:14 PM,,,,,,,,,,,0,01569,Uxbridge,Worcester,42.329642,-71.840209,Central MA,233
PENDING,Marijuana Cultivator,General Applicant,IN PROCESS,IN PROCESS,INCOMPLETE,MC282324,Royal Hemp LLC,Lanesborough,,01037,,,660 Cheshire Rd.,,Lanesborough,MA,01237,POINT (-71.840209 42.329642),,2926 Brighton 12th St.,,Brooklyn,NY,11235,83-4641649,MCN282324,6/17/2022 10:41:25 PM,4/18/2023 01:31:38 PM,6/28/2022 08:55:53 AM,,,no,,,,,,,,,Not a DBE,Indoor,"Tier 08: 60,001 to 70,000 sq. ft",,,,,,,,,,,,,8/9/2019 12:44:28 PM,,,,,,,,,,,0,01037,Hardwick,Worcester,42.329642,-71.840209,Central MA,28
REOPENED,Marijuana Retailer,Priority Review - MTC Priority,IN PROCESS,IN PROCESS,INCOMPLETE,MR282210,"Verdant Medical, Inc.",Boston,,02126,,,37 Schuyler Street,,Boston,MA,02121,POINT (-71.073493 42.334948),,37 Schuyler Street,,Boston,MA,02121,81-4961833,MRN282210,1/11/2019 01:28:41 PM,6/4/2021 06:28:18 PM,1/25/2019 12:00:00 AM,,True,no,,,,,,APPROVED,RP201927,RP201927,Not a DBE,,,,,,,,,,,,,,,12/19/2018 09:41:40 PM,,,,,,,,,,,0,02126,Mattapan,Suffolk,42.334948,-71.073493,,437
PENDING,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,IN PROCESS,IN PROCESS,INCOMPLETE,PMD5909,Monarchy Cannabis Inc,N/A,,N/A,,,27 Congress St,Suite 4176,Salem,MA,01970,,,43 Bow Ridge Rd,,Lynn,MA,01904,88-3927884,PMDA5909,11/10/2022 07:32:27 PM,1/5/2023 03:34:30 PM,11/18/2022 04:47:36 PM,,,,se305357,SE305357,,,,,,,Woman-Owned Business | Minority-Owned Business,,,,,,,,,,,,,,,8/11/2021 05:11:55 PM,,,,,,,,,,,0,,,,,,,
PENDING,Marijuana Product Manufacturer,General Applicant,IN PROCESS,IN PROCESS,INCOMPLETE,MP282263,Euphorium LLC,Holyoke,,01040,,,15 Main St,,Holyoke,MA,01040,POINT (-72.571312 42.12756),,15 Main St,,Holyoke,MA,01040,88-2335864,MPN282263,2/24/2023 03:21:10 PM,4/12/2023 11:32:53 AM,2/27/2023 09:31:42 AM,,,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,2/16/2023 02:16:38 PM,,,,,,,,,,,0,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,31
REOPENED,Marijuana Product Manufacturer,General Applicant,IN PROCESS,IN PROCESS,INCOMPLETE,MP281757,"J&L Enterprises, LLC",Orange,,01364,,,104 Governor Dukakis Drive,,Orange,MA,01364,POINT (-72.573941 42.587072),,33 Carol Lane,,Holyoke,MA,01080,84-2968003,MPN281757,9/19/2019 03:47:56 PM,9/19/2019 03:47:55 PM,2/12/2020 12:00:00 AM,,,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,9/17/2019 08:57:02 AM,,,,,,,,,,,0,01364,Orange,Franklin,42.587072,-72.573941,Western MA,152
REOPENED,Marijuana Cultivator,Expedited Review - License Type,IN PROCESS,IN PROCESS,INCOMPLETE,MC283202,"Wiseacre Farm, Inc.",West Stockbridge,,01266,,,276 Great Barrington Road,,West Stockbridge,MA,01266,POINT (-73.209889 42.396128),,P.O. Box 808,,Housatonic,MA,01236,83-3340878,MCN283202,3/4/2021 10:59:34 PM,3/11/2021 09:36:15 PM,3/9/2021 09:11:14 AM,,,no,,,,,,,,,Not a DBE,Outdoor,"Tier 10: 80,001 to 90,000 sq. ft",,,,,,,,,,,,,11/27/2020 02:22:11 PM,,,,,,,,,,,0,01266,West Stockbridge,Berkshire,42.396128,-73.209889,Western MA,129
PENDING,Marijuana Product Manufacturer,General Applicant,IN PROCESS,IN PROCESS,INCOMPLETE,MP282234,Jolly Green INC,Gardner,MA,01440,42.596218,-71.950111,246 Suffolk Lane,,Gardner,MA,01440,POINT (-71.840209 42.329642),POINT (-71.950111 42.596218),246 Suffolk Lane,,Gardner,MA,01440,82-5286266,MPN282234,1/2/2023 01:38:19 PM,2/10/2023 08:42:47 AM,1/10/2023 12:48:05 PM,,,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,9/22/2022 10:17:08 AM,2/24/2023 10:27:59 AM,,,,,4/24/2023,246 Suffolk Ln,N/A,Worcester County,,0,01440,Gardner,Worcester,42.329642,-71.840209,Central MA,170
REOPENED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,IN PROCESS,IN PROCESS,INCOMPLETE,PMD5794,"Emerald Turtle Cove Management Company, LLC",N/A,,N/A,,,10 Little Brook Road,,Wareham,MA,02576,,,717 Hampton Way,,Abington,MA,02351,45-1236548,PMDA5794,5/28/2021 01:20:38 PM,5/28/2021 01:20:38 PM,6/15/2021 03:48:28 PM,,,,SE304126,SE304126,,,,,,,Not a DBE,,,,,,,,,,,,,,,5/28/2021 07:34:56 AM,,,,,,,,,,,0,,,,,,,
REOPENED,Marijuana Product Manufacturer,General Applicant,IN PROCESS,IN PROCESS,INCOMPLETE,MP281720,The Headyco LLC,Gardner,,01440,,,177 Huntington Ave STE 1703 #23871,,Boston,MA,02115,POINT (-71.840209 42.329642),,7 Primrose Cir,,Saratoga Springs,NY,12866,82-5283355,MPN281720,7/9/2019 11:42:35 PM,11/5/2019 08:42:07 PM,1/22/2020 12:00:00 AM,,,,,,,,,,,,Woman-Owned Business,,,,,,,,,,,,,,,7/9/2019 07:46:19 PM,,,,,,,,,,,0,01440,Gardner,Worcester,42.329642,-71.840209,Central MA,170
REOPENED,Marijuana Cultivator,General Applicant,IN PROCESS,IN PROCESS,INCOMPLETE,MC283764,"Eddie's Flowers, Inc.",Ashburnham,,01430,,,23 Rindge State Rd.,,Ashburnham,MA,01430,POINT (-71.840209 42.329642),,1 Crescent Hill,,Springfield,MA,01105,85-2919293,MCN283764,7/25/2022 04:44:25 PM,12/7/2022 02:46:45 PM,8/19/2022 01:34:37 PM,,,no,,,,,,,,,Not a DBE,Indoor,"Tier 05: 30,001 to 40,000 sq. ft",,,,,,,,,,,,,7/23/2022 11:04:12 AM,,,,,,,,,,,0,01430,Ashburnham,Worcester,42.329642,-71.840209,Central MA,164
REOPENED,Marijuana Cultivator,General Applicant,IN PROCESS,IN PROCESS,INCOMPLETE,MC281362,"New England Renewable Resources, LLC",Chester,,01011,,,126 Middlefield Road,,Chester,MA,01011,POINT (-72.571312 42.12756),,126 Middlefield Road,,Chester,MA,01011,82-5378620,MCN281362,5/7/2018 01:44:16 AM,5/7/2018 01:44:16 AM,8/2/2018 12:00:00 AM,,,,,,,,,,,,Not a DBE,Indoor,"Tier 01: up to 5,000 square feet",,,,,,,,,,,,,5/2/2018 11:49:38 AM,,,,,,,,,,,0,01011,Chester,Hampden,42.12756,-72.571312,Western MA,10
REOPENED,Marijuana Cultivator,General Applicant,IN PROCESS,IN PROCESS,INCOMPLETE,MC283763,0 Bryant Rd LLC,Cummington,,01026,,,86 Bryant Rd,,Cummington,MA,01026,POINT (-72.62073 42.322256),,"1 Park Row, Ste#5",,Providence,RI,02903,88-3346925,MCN283763,9/9/2022 09:45:10 AM,9/9/2022 09:45:10 AM,11/23/2022 02:59:14 PM,,,no,,,,,,,,,Not a DBE,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,,,,,,,,,,,7/21/2022 09:10:51 AM,,,,,,,,,,,0,01026,Cummington,Hampshire,42.322256,-72.62073,Western MA,17
REOPENED,Marijuana Microbusiness,Expedited Review - License Type,IN PROCESS,IN PROCESS,INCOMPLETE,MB281350,Cloudfarming LLC,Boston,,02128,,,50 Condor St,,East Boston,MA,02128,POINT (-71.073493 42.334948),,77 Pond Street,,Marblehead,MA,01945,46-2413335,MBN281350,10/16/2022 09:25:02 PM,3/19/2023 09:14:21 PM,11/16/2022 11:27:27 AM,,,,,,,,,INCOMPLETE,RP201976,,Not a DBE,,,,,,,,,,,,,,,4/29/2018 08:23:33 PM,,,,,,,,,,,0,02128,Boston,Suffolk,42.334948,-71.073493,Metro Boston,439
